pca1,pca2,label,tweet
-0.021109138311692366,-0.012331487920693145,1,"['thefactsbook', 'drinking', 'chocolate', 'milk', 'prove', 'help', 'relieve', 'muscle', 'soreness', 'after', 'workout', 'dietervoigtsa', 'dink', 'jy', 'dis', 'waar', '?']"
-0.016863277645156678,0.0036940917416521824,0,"['hm', 'revenue', 'defines', 'tax', 'evasion', 'serious', 'when', 'sum', 'involve', 'high', '£', 'worthy', 'prosecution', 'bn', 'meqjwvv']"
-0.02118650183656149,0.01386599709280132,0,"['lazy', 'marketer', 'increase', 'rich', 'how', 'leader', 'how', 'recognize', 'get', 'protect', 'chino', 'hill', 'california']"
-0.009605247046428043,-0.0288944044957677,0,"['god', 'dammit', 'poor', 'decision', 'lead', 'negative', 'consequence', 'win', 'happen', 'again']"
-0.038965380139966525,0.008958540835838929,0,"['new', 'post', 'outline', 'solo', 'mapping', 'activity', 'science', 'ularqkgct', 'perhaps', 'useful', 'other', 'subject', 'too']"
-0.021582589336662118,0.010497874925444524,0,"['girl', 'ass', 'big', 'enough', 'cause', 'pile', 'up', 'present', 's', 'dixie', 'hwy', 'hollywood', 'fl', 'time']"
-0.018322897515266383,-0.004429512703658161,1,"['wise', 'physician', 'say', 'best', 'medicine', 'human', 'love', 'some', 'ask', 'doesn', 'work', '?', 'he', 'smile', '&', 'answer', 'increase', 'dose']"
-0.0216226382315431,0.019751469304743318,1,"['when', 'we', 'think', 'unhealthy', 'living', 'we', 'generally', 'think', 'diet', 'exercise', 'diet', 'exercise', 'an', 'intricate', 'bgnam', 'thx']"
-0.02713491752750799,-0.0033861197224961887,0,"['somalia', 'al', 'shabab', 'ambush', 'kenyan', 'force', 'low', 'region', 'h', 'ouyepfoq']"
-0.02582025860081461,-0.00722334262602641,1,"['mdlinx', 'blog', 'mdlinx', 'blog', 'neuropsychological', 'finding', 'pediatric', 'maltreatment', 'relationship', 'ptsd', 's', 'idhcod']"
-0.05448114317269637,-0.009532646547798495,0,"['rt', 'rgj', 'barrick', 'gold', 'report', '$', 'billion', 'q', 'loss', 'fuatuah', 'i']"
-0.028983050451666787,-0.005749545677568042,0,"['mortgage', 'rate', 'continue', 'low', 'ahead', 'sfsvmyfjn']"
-0.012660235078175045,-0.00506711895891957,0,"['geminisweare', 'zodiacareus', 'lavender', 'scent', 'associate', 's', 'reason', 'i', 'loveeeeeeee', 'lavended']"
-0.024660333394200446,-0.00651950966088438,1,"['%', 'cat', 'bear', 'blue', 'eye', 'deaf']"
-0.037158657338914006,0.043342861247802435,1,"['najdi_outsider', 'mayami', 'mol', 'daa', 'ahlamm', 'bibi_dd', 'study', 'indicate', 'brain', 'atrophy', 'cause', 'stress', 'not', 'religion']"
-0.027011580703045063,0.016834313955827854,1,"['over', 'thinking', 'cause', 'mind', 'create', 'negative', 'scenario', 'replay', 'painful', 'memory']"
-0.04259028264068862,0.00044471117500507454,1,"['sleep', 'boost', 'brain', 'cell', 'number', 'b', 'g', 'vob']"
-0.023036483904774238,-0.04215497366774864,0,"['please', 'read', 'request', 'support', 'wonderful', 'charity', 'continue', 'pray', 'helen', 'wade', 'michelle', 'wimfrbpfpa']"
-0.032195369928465965,-0.007596948209528767,1,"['versatile', 'micrornas', 'choke', 'off', 'cancer', 'blood', 'supply', 'suppress', 'metastasis', '-', 'science', 'daily', 'press', 'release', 'efafqce', 'h']"
-0.028640006218784052,-0.00601140402257262,0,"['nerd', 'sprawling', 'oral', 'history', 'apple', 'design', 'nfc', 'yvkkp']"
-0.014890773941191487,-0.01775609043207756,1,"['uberfacts', 'during', 'medieval', 'time', 'red', 'hair', 'associate', 'intense', 'sexual', 'desire', 'moral', 'degradation', 'eelise']"
-0.021473299397859295,-0.010625092147717258,0,"['codereddd', 'god', 'see', 'knw', 'yr', 'heart', 'plus', 'u', 'fighter', 'continue', 'stand', 'strong', 'i', 'm', 'pray', 'u', '!']"
-0.017458977906482605,0.05139608337002404,0,"['yay', 'bianca', '!', 'mt', 'bzgarcia', 'cancer', 'sux', '!', 'show', 'support', 'andi_sloan', '&', 'affect', 'positive', 'change', 'now', 'sign', 'petition', '!', 'ka', 'fn', 'gd']"
-0.006948809625691093,0.0005831328139771438,0,"['wavy', '-', 'pound', 'cake', 'freestyle', 'g', 'prq', 'yll', '-', 'support', 'record', 'i', 'm', 'not', 'one', 'just', 'send', 'you', 'anything', 'bet']"
-0.036443795377635896,-0.031242107928009848,0,"['guy', 'sing', 'woman', 'drive', 'best', 'video', 'support', 'saudi', 'woman', 'challenge', 'drive', 'ban', 'thi', 'wrc', 'wkpfk']"
-0.020746352202320434,0.006370900948076009,0,"['how', 'fold', 'suit', 'shirt', '&', 'pant', 'together', 'prevent', 'wrinkle', '-', 'tlnnkttkbu']"
-0.029251539622241307,-0.008487663139665884,1,"['model', 'precision', 'treatment', 'breast', 'cancer', '-', 'look', 'great', '!', 'xzfglwawn']"
-0.011951355212412631,-0.01621922879043406,0,"['mc_sincere', 'those', 'eye', 'gift', 'send', 'straight', 'god', 'boy', '!', '!', '!', 'hahahaha']"
-0.029285031636632135,0.002162846457005868,0,"['amazon', 'plan', 'lower', 'cost', 'process', 'big', 'data', 'cloud', 'gppwtmqylo']"
-0.05489196361292757,0.024368914578067377,1,"['cost', 'significantly', 'more', 'single', 'birth', 'study', 'show', 'alatsstw']"
-0.024050005834249537,-0.016619480646920645,0,"['taxi', 's', 'must']"
-0.0037941943638961115,0.010674124607892155,1,"['existence', 'absolute', 'poverty', 'today', 'point', 'indifference', 'many', 'rich', 'world', 'ktsjh', 'vn', 'y', 'via', 'prospect_uk']"
-0.04412513250997978,-0.007422030822505332,0,"['gta', 'v', 'heist', 'demand', 'increase', 'pressure', 'rockstar', 'xodunxyprq']"
-0.021380565972172187,-0.02187173555033241,0,"['leaf', 'play', 'an', 'average', 'game', 'pittsburgh', 's', 'mistake', 'lead', 'leafs', 'goal', 'penguin', 'deserve', 'w']"
-0.01045182927758609,0.0047673074309165,0,"['who', 'cindy', 'starfall', 'promote', 'cindy', 'starfall', 'atafnzowgo', 'another', 'fan', 'vote', 'cindystarfall', '-']"
-0.022509515244566538,-0.006517028089430858,1,"['europa', 'moon', 'jupiter', 'gigantic', 'ocean', 'beneath', 'icy', 'surface', 'which', 'crack', 'shoot', 'water', 'jet', 'into', 'space', 'rclosrze', 'c']"
-0.03074610991822529,-0.014500163784036884,0,"['thousand', 'rally', 'support', 'fired', 'bogota', 'mayor', 'some', 'colombian', 'believe', 'petro', 's', 'dismissal', 'could', 'threaten', 'onedirslaytion']"
-0.010338491050961634,-0.027091956481442296,0,"['isi', 'support', 'well', 'fargo', 'visa', 'card', 'well', 'fargo', '&', 'isi', '®', 'mobile', 'commerce', 'joint', 'venture', 'create', 'dxxvryq', 'yz', '__HAS_EMOJI__']"
-0.031422107439960184,0.002641376796178457,1,"['lucky', 'find', 'toe', 'fossil', 'unlock', 'genetic', 'encyclopedia', 'neanderthal', 'gfjo', 'rusv']"
-0.04054994103349868,-0.04336674738267625,0,"['rt', 'u', 'support', 'gay', 'right']"
-0.03349481683397659,0.0021544580430116786,0,"['look', 'some', 'fun', 'science', 'activity', 'cold', 'month', 'ahead', '?', 'january', 'science', 'calendar', 'cgs', 'nvv', 'bx', 'hsscientist']"
-0.04581710506200865,0.007896486952407194,0,"['microsoft', 'say', 'product', 'demand', 'remain', 'high', 'report', 'record', '$', 'billion', 'revenue', 'fy', 'q', 'ymxcgr', 'i', 'l']"
-0.056044675876032464,-0.021936049557738233,1,"['law', 'lead', 'guilt', 'guilt', 'lead', 'struggle', 'struggle', 'lead', 'failure', 'failure', 'lead', 'more', 'guilt', 'guilt', 'lead', 'more', 'sin', '+', 'hopelessness', '!']"
-0.00890133017950801,-0.001666855878652049,1,"['biology', 'belief', 'unleash', 'power', 'consciousness', 'matter', '&', 'miracle', 'bruce', 'h', 'lipton', 'who', 'scientist', 'turn', 'mystic']"
-0.028837821966316964,-0.00463164743119097,0,"['hey', 'guess', 'new', 'twitter', 'cause', 'new', 'phone', 'yea', 'please', 'lik', 'direct', 'tweet', 'nd', 'please', 'follow', 'thx', 'luvs', 'bii']"
-0.004647755777367033,0.016167199389834616,0,"['cordelialogan', 'exactly', 'there', 's', 'nothing', 'link', 'cause', 'text', 'message', 'send', 'just', 'perform', 'follow']"
-0.018662092625326338,-0.0037915808808786167,0,"['yep', 'eat', 'vegetarian', 'today', 'geez', 'nprnews', 'piglet', 'smoothie', 'feed', 'sow', 'prevent', 'disease', 'activist', 'outrage', 'lifnxwuir']"
-0.0312558512539443,0.05573678644087095,1,"['warn', '!', 'bible', 'reading', 'can', 'habit', 'forming', 'will', 'cause', 'loss', 'fear', 'anxiety', 'side', 'effect', 'joy', 'love', 'peace', 'contentment', '!']"
-0.028735848463266468,0.015692879994737678,1,"['research', 'find', 'improvement', 'sleep', 'quality', 'link', 'w', 'weight', 'loss', 'mean', 'flatter', 'stomach', 'could', 'mean', 'good', 'sleep']"
-0.0228012382410308,-0.0028099953361918313,0,"['north', 'korea', 'put', 'yorkshire', 'terrier', 'zoo', 'vyabex', 'yno']"
-0.021589970641196807,0.021583963998417735,1,"['what', 'new', 'hiv', 'breakthrough', 'mean', 'future', 'disease', '|', 'healthy', 'living', '-', 'yahoo', 'shine', 'f', 'qn', 'rhho']"
-0.025874211996568766,-0.005099400841581299,1,"['spice', 'up', 'diet', 'great', 'fat', 'loss', 'la', 'l', 'hm', 'p']"
-0.03325521592572307,-0.0032700048648904557,0,"['retirement', 'home', 'law', '‘', 'need', 'review', 'adammarshall', 'report', 'newsbris', 'avupgz', 'm']"
-0.02372212262490288,-0.01179917365472571,1,"['nma', 'small', 'step', 'man', 'quantum', 'leap', 'particle', 'kind', '!', 'avhtjyxr', 'y', '&', 'ytuls', 'xoc', 'ixtn', 'cjehm']"
-0.004579374488301177,-0.013771571305452455,1,"['determination', 'lead', 'success', 'best', 'day', 'my', 'life']"
-0.01116242394755768,-0.022700337772635606,0,"['blonde', 'girl', 'start', 'masturbate', 'lead', 'quick', 'fuck', 'fvlwbw', 'twq']"
-0.03869721332496724,0.008190762152047611,0,"['jcgzouqu', 'f', 'we', 'specialise', 'provide', 'modular', 'ground', 'study', 'course', 'require', 'convert', 'icao', 'professional']"
-0.03935611395695028,-0.006074087002903281,0,"['more', 'great', 'printing', 'work', 'instantprint', 'help', 'u', 'launch', 'new', 'brand', 'identity', 'h', 'bbdpuir']"
-0.04191586009047449,0.04224376764492296,0,"['can', 'find', 'alien', 'exercise']"
-0.022165728198243254,-0.01399920997259938,1,"['neurobiological', 'base', 'abnormal', 'aggression', 'violent', 'behaviour', 'nwdsqy', 'at']"
-0.012465299143541426,0.009041912506184724,0,"['raise', '$', 'million', 'would', 'place', 'martin', 's', 'salary', 'high', 'eighth', 'sec']"
-0.0331352118808146,-0.0065611313890887035,1,"['dark', 'skin', 'may', 'protector', 'against', 'cancer', 'lrc', 'rsuyqz']"
-0.03680285072260921,-0.019292149120142446,0,"['missouri', 'senate', 'pass', 'sale', 'tax', 'increase', 'road', 'breakingnews', 'kansascity', 'wjdua', 'ul']"
-0.02774586428922419,-0.008842408481794833,1,"['leed-certified', 'building', 'often', 'less', 'energy-efficient', 'un-certified', 'one', 'dxj', 'ez', 'x']"
-0.04533907479108849,-0.024002590983074387,0,"['job', 'durham', 'nc', '-', 'sr', 'network', 'security', 'engineer', '-', 'support', 'network', 'base', 'security', 'infrastructure', 'provide', 'sec', 'zvltts', 'ogh']"
-0.009784430097236658,0.0007891287045203679,0,"['may', 'special', '-', 'sign', 'up', '$', '$', 'saving', 'need', 'more', 'money', '?', 'love', 'candle', '?', 'work', 'home', 'selling', 'gn', 'blnut', 'k']"
-0.0059512050860726536,0.013991534950954466,1,"['surprising', 'way', 'social', 'medium', 'affect', 'healthcare', '~', 'social', 'medium', 'frontier', 'ixuq', 'hfxw']"
-0.03789942837190689,-0.01444684745337285,1,"['see', 'significant', 'increase', 'armed', 'presence', 'street', 'hatea', 'kg']"
-0.03422131595907383,-0.01998745482596275,0,"['photo', 'san', 'diego', 'wildfire', 'lead', 'evacuation', 'home', '-', 'washington', 'post', 'nqmunxmscg']"
-0.021905646601220533,-0.0010141546916211872,1,"['uk', 'population', 'eat', 'too', 'much', 'sugar', 'saturate', 'fat', 'salt', 'jqqj', 'tbwgi']"
-0.034596169258754236,0.008684961825416171,0,"['selector', 'infect', 'wixoss', 'cause', 'sharp', 'decline', 'card', 'sale', 'mvqmeu', 'ixq']"
-0.009559200569733936,-0.0047082645556026275,0,"['don', 'miss', 'june', 'vruc', '&', 'meet', 'delivering', 'well', 'requirement', 'via', 'expert', 'system', '-', 'gimpeeyf']"
-0.04778408992654236,-0.0031544610675072566,1,"['senatorparker', 'new', 'york', 'state', 'must', 'not', 'set', 'precedent', 'pass', 'law', 'support', 'quackery', 'here', 's', 'great', 'post', 'atm', 'hddzmq']"
-0.039712550135612965,-0.0250080232739165,0,"['kingvegeta_', 'joiko_saiyan', 'support', 'immense', 'description']"
-0.022281151649021447,0.011428822953885368,0,"['polygamisogynist', 'n', 'one', 'peaceful', '&', 'tolerant', 'who', 'more', 'one', 'wife', 'treat', 'an', 'unkind', 'unequalitarian', 'manner']"
-0.024819423802273553,-0.023911953923949226,0,"['soccer', '?', 'whats', '?', 'twitter', 'promote', 'one', 'sport', '?']"
-0.044993277942487725,0.024722978011106657,0,"['weight', 'loss', 'plateau', 'cause', 'solution', 'frustrating', 'problem', 'myteqvw', 'l', 'htt', 'mooacmcaxt']"
-0.00134146760732312,0.01774443440361441,1,"['who', 'what', 'when', 'where', 'why', 'bloombergcities', '&', 'nesta_uk', 'research', 'tcfbw', 'qpi']"
-0.0046392198230395506,-0.01692258993723969,0,"['truuu', 'lilbodyjas', 'mixed', 'signal', 'bitch', 'lol']"
-0.02017472789306964,0.002241844229045122,1,"['🇺🇸', 'cbs', 'census', 'data', 'show', 'u', 's', 'doesn', 'shortage', 'stem', 'worker', 'bhppxhgcyi']"
-0.02177272221483203,-0.03841185092762989,0,"['miscarriage_hlp', 'bla_campaign', 'please', 'help', 'support', 'movie', 'base', 'true', 'story', 'writer', 'gw', 'xpjcxis']"
-0.02035347720509619,-0.015717574282215967,0,"['head', 'coach', 'survey', 'scene', 'at', 'heritage', 'park', 'yjrxayphtw']"
-0.019056501238131903,-0.0036964920364331217,1,"['adversity', 'cause', 'some', 'men', 'break', 'others', 'break', 'record']"
-0.007126099124751993,0.026679269432190164,0,"['magic', 'little', 'who', 'grant', 'every', 'wish', 'cause', 'reality']"
-0.009315338820875506,-0.021888074549272232,0,"['roxorganisation', 'proud', 'associate', 'rox', '!', 'well', 'organise', 'professionally', 'run', 'oh', 'great', 'hospitality', 'thanks', 'all']"
-0.008307216659600429,-0.00685199387829356,0,"['environmental', 'lawyer', 'real', 'thing', '?', 'i', 'think', 'fictional', 'occupation', 'create', 'himym_cbs', '&', 'jasonsegel', 'paag', 'dtb']"
-0.03157361753350412,-0.009575891944575697,0,"['u', 's', 'attorney', 'dea', 'announce', 'result', 'invest', 'into', 'distribution', 'performance', 'enhance', 'drug', 'minor', 'athlete', 'at', 'miami']"
-0.049364540647813246,-0.0064775756590056965,0,"['opticempire', 'also', 'pz', 'yjm', 'agp', 'report', 'down']"
-0.02468358119952491,-0.007420048352244666,1,"['take', 'aspirin', 'every', 'day', 'year', 'cut', 'chance', 'bowel', 'stomach', 'cancer', 'increase', 'chance', 'stroke', 'or', 'internal', 'bleeding']"
-0.023210484510864684,-0.010405392988475317,0,"['rat', 'tumor', 'example']"
-0.02513125527063316,0.007930965471812466,0,"['min', 'dipuopeters', 'process', 'finalize', 'scholar', 'trans', 'policy', 'address', 'safety', 'learner', 'school']"
-0.037107451250822904,-0.02472938555351925,1,"['overthinking', 'lead', 'negative', 'thought']"
-0.038149136900242846,0.004989616557753179,1,"['furthermore', 'drink', 'more', 'water', 'alone', 'actually', 'aid', 'lose', 'weight']"
-0.03128788278573187,0.032989911655711246,1,"['desperate', 'climate', 'scam', 'scientist', 'explain', 'away', 'record', 'high', 'antarctic', 'sea', 'ice', 'extent', 'cause', 'global', 'warm', 'wyqs', 'azliy']"
-0.021968188963075053,-0.010090790193011678,0,"['tune', 'into', 'dawn', 'news', 'hear', 'some', 'great', 'expert', 'analysis', 'zafar', 'hilali']"
-0.03770431363592155,-0.019784259816713064,0,"['nytimes', 'couldn', 'pick', 'bad', 'ex', 'bielema', 'at', 'ark', 'support', 'research', 'cfb', 'coach', 'aren', 'overpay', 'rhobucjrgj']"
-0.01989177870249347,0.00016241074655334072,1,"['what', 'aggregate', 'economic', 'rate', 'return', 'foreign', '|', 'channing', 'arndt', 'sam', 'jones', 'finn', 'tarp', 'wider', 'xaikutgldp']"
-0.022453768928764502,-0.01103547730998246,1,"['concussion', 'breathalyser', 'propose', 'n', 'nebadv', 'publish', 'september', 'at']"
-0.048933443135457555,0.003786649638392883,0,"['next', 'profit', 'up', 'economic', 'revival', 'next', 'report', 'strong', 'rise', 'half-year', 'profit', 'high', 'house', 'price', 'an', 'rwoj', 'eutb']"
-0.03002264678614581,-0.0004095956728626798,1,"['article', 'describe', 'an', 'intervention', 'program', 'aim', 'at', 'reduce', 'late', 'life', 'depression', 'symptom…', 'buff', 'ly', 'twwwz']"
-0.039100137594896736,-0.012892915680054497,0,"['child', 'fall', 'soldier', 'relief', 'support', 'survive', 'u', 's', 'military', 'child', 'visit', '&', 'knha', 'ccjbz']"
-0.018282978871602747,-0.030203099849150088,0,"['all', 'thats', 'cosplay', 'video', 'interview', 'atc', 's', 'femme', 'fatale', 'nicole', 'salera', '!', 'see', 'video', 'interview', 'at', '…', 'gsvmyid', 'y']"
-0.029853984450424864,-0.00949630954877911,1,"['also', 'cancer', 'virtually', 'incurable', 'bc', 'all', 'cancer', 'different']"
-0.042833794371331405,-0.001474982463040403,0,"['check', 'overview', 'encourage', 'study', 'book', 'load', 'benefit', 'at', 'fjnhwe', 'qgc']"
-0.023303632319609902,0.01902193860694652,0,"['mark', 'research', 'i', 'say', 'they', 'fire', 'missle', 'into', 'center', 'scar', 'appear', 'plane', 'explode', 'there', 'metal', 'piece', '?', 'missle']"
-0.015090653557695895,-0.008301961570467664,0,"['student', 'need', 'support', 'team', 'these', 'peer', 'exceed', 'expectation', 'quiet', 'doubter', 'they', 'deserve', 'presence']"
-0.009129615873638945,-0.004024478449225556,0,"['thanks', 'all', 'recent', 'love', '&', 'support', 'twitch', '&', 'yt', '!', 'we', 'will', 'give', 'away', 'huge', 'toastystickers', 'bundle', 'soon', 'stay', 'tuned']"
-0.03497757389512437,-0.020847035225036427,0,"['search', 'warrant', 'lead', 'arrest', 'cocaine', 'sale', 'pleasanton', 'dlteyiqib']"
-0.041890004683398645,-0.021841662627585225,0,"['bali', 'woman', 's', 'one', 'smooth', 'u', 'side', 'support', 'underwire', 'bra', '-', 'style', 'smgxxj', 'ik', 'yntbrnyckw']"
-0.035209603699103864,0.015142618986714604,0,"['vice', 'president', 'biden', 's', 'visit', 'l', 'likely', 'cause', 'delay', 'during', 'rush', 'hour', 'here', 's', 'list', 'area', 'avoid', 'yu', 'al']"
-0.036843245667294126,0.017159068988287025,1,"['ebola', 'health', 'care', 'system', 'mishap', '?']"
-0.012682450104754927,0.04225625929636885,0,"['social', 'medium', 'such', 'an', 'unnecessary', 'thing', 'cause', 'much', 'drama']"
-0.04188826508537177,-0.0003965231811989515,0,"['tastedmahone', 'sexmahone', '*', 'tag', 'report', 'other', 'ppls', '*']"
-0.022351825047350178,-0.009761675405644037,0,"['monday', 'drag']"
-0.03844625937738345,0.003350726452354033,0,"['discuss', 'at', 'school', '?', 'use', 'blog', 'promote', 'mcq', 'jfg', 'wa', 'more', 'blog', 'week', 'wellcometrust']"
-0.04422408063355685,-0.015772326241614273,0,"['one', 'day', 'after', 'end', 'qe', 'torrent', 'q', 'earnings', 'report', 'continue', 'major', 'u', 's', 'stock', 'index', 'future', 'all', 'low', 'about', '%']"
-0.024719412457594896,-0.01577121193983307,0,"['mr', 'chakane', 'thank', 'medium', 'psl', 'sap', 'safa', 'global', 'icon', 'all', 'south', 'african', 'support', 'meyiwas', 'mulaudzis', '&', 'mwelases']"
-0.03399499907975687,0.024778117810175266,1,"['lupus', 'research', 'institute', 'award', '$', '-million', 'grant', 'discover', 'what', 'cause', 'lupus', 'axopnmlyi']"
-0.05820182144827211,-0.001969296970293659,0,"['virgingalactic', 'report', 'problem', 'during', 'spaceshiptwo', 'flight', 'pxoitx', 'r']"
-0.0348175244322882,-0.00030991059068930334,0,"['functioning', 'human', 'brain', 'cmzimdaje']"
-0.012454475975861554,-0.022433450653557473,1,"['perfect', 'teeth', 'turn']"
-0.029135201374943666,0.050469989254698706,1,"['fifth', 'u', 'high', 'school', 'student', 'use', 'tobacco', 'find', 'survey', 'cdej', 'bynb']"
-0.014247817202539911,0.006475541363531864,1,"['excessive', 'drinking', 'woman', 'drink', 'one', 'occasion', 'oei', '!', '!', 'most', 'heavy', 'drinker', 'not', 'alcoholic', 'pbocftpr']"
-0.04754457479507637,-0.017354785768354704,0,"['sonos', 'release', 'controller', 'update', 'io', 'android', 'multi-account', 'support', 'more', 'axumyevkxv']"
-0.02501809956791757,-0.013161929530549897,1,"['hearingloss', 'occur', 'gradually', 'age', 'could', 'play', 'role', '?', 'irlwmmbzxb', 'n', 'hqex', 'u', 'rt']"
-0.017886753727306737,-0.018049116235996244,0,"['speak', 'softly', 'carry', 'alverezamanda', 'fbi', 'reportviolent', 'crime', 'continue', 'decrease', 'while', 'gun', 'sale', 'esc']"
-0.019075080515272277,-0.012328158399855314,0,"['fliggenkrunker', 'any', 'idea', 'why', 'smash', 'huge', 'increase', 'yesterday', '?', 'like', 'entrants', 'nowhere']"
-0.006630423111363895,-0.009285625244439369,0,"['someone', 'need', 'tell', 'santa', 'check', 'list', 'twice', 'still', 'win', 'prevent', 'time-of-check-to-time-of-use', 'attack']"
-0.01132286991871281,-0.011862641606674046,0,"['i', 'call', 'radio', 'station', 'rezroad', 'report', 'i', 'get', 'frozen', 'injun', 'insurance', 'quote', 'jake', 'statefarm']"
-0.022462828960836994,-0.002893943713943951,0,"['indonesia', 'retrieves', 'crash', 'airasia', 'qz', 's', 'flight', 'data', 'recorder', '-', 'channel', 'news', 'asia', 'dofsy', 'kpu']"
-0.01843001016671349,0.023544904833679922,0,"['beagle', 'h', 'j', 'jdcvb', 'they', 'find', 'bloody', 'thing', '!']"
-0.02932607134769062,-0.012275363070174461,0,"['shahidmasooddr', 'without', 'due', 'process', 'justice', '?']"
-0.008170434662362808,0.012153980675598357,0,"['aiieviation', 'need', 'more', 'money', '&', 'black', 'clothes']"
-0.038293083033071995,-0.021452810172785244,0,"['first', 'gig', 'at', 'barcornerstone', 'didcot', 'support', 'excellent', 'theaugustlist', 'fri', 'feb', 'fuwindftwc', 'duotonemusic']"
-0.016263956438326115,-0.010999669608123673,1,"['oprah', 'nuclear', 'weapon', 'real', 'deadly', 'problem', 'entire', 'popul', 'world', 'must', 'deal', 'sem', 'ud', 'c']"
-0.027569880447886858,-0.009081716959049356,0,"['bundle', 'resource', 'bundle', 'resource', 'simple', 'module', 'provide', 'separate', 'service', 'resource', 'entry', 'each', 'nod', 'iecjcw', 'o', 'o']"
-0.03499603745608304,-0.02557062923754086,0,"['video', 'io', 'engineer', 'integrating', 'fzbnpa', 'jg']"
-0.01889719165676424,0.007770017201935181,1,"['macroeconomic', 'impact', 'micro-interventions', 'an', 'important', 'reason', 'why', 'poverty', 'persist', 'despite', 'gwfki', 'pcy']"
-0.038817089426501514,-0.02737528143717641,0,"['twitter', 'roll', 'an', 'update', 'introduce', 'group', 'messaging', 'video', 'support', 'ukpdqq', 'mer', 'qqqaybwo', 'h']"
-0.03283015021688169,0.002640194467904146,1,"['big', 'data', 'big', 'obstacle', 'towards', 'social', 'science', 'ty', 'daltonconley', 'et', 'al', 'np', 'fiaz', 'j', '…', 'data_society']"
-0.007834767194109702,5.1093459344480916e-05,0,"['join', 'team', 'or', 'need', 'more', 'info', 'email', 'bgaribaldi', 'newlifetyler', 'com', 'p', 'tavk', 'fed']"
-0.011726918226412962,-0.022789529769791355,1,"['why', 'depression', 'underreported', 'men', 'wjmzvnoegd']"
-0.03653154489146349,-0.0004022720035071786,0,"['eyeball', 'tattoo', 'bizarre', 'disturb', 'new', 'trend', 'hqvxm', 'oamm', 'wk', 'mk', 'y', 'b']"
-0.030735107528420312,-0.019082791899998564,0,"['rt', 'andrewtlamar', 'legislation', 'increase', 'transparency', 'rfp', 'process', 'approve', 'full', 'ga', 'today', 'thanks', 'reevesva', 'patroning']"
-0.03755860387358275,0.0065922043901105575,1,"['house', 'science', 'committee', 'anti-nsf', 'witch', 'hunt', 'now', 'demand', 'information', 'grant', 'physical', 'science', 'tfh', 'xuelk']"
-0.03170950038981056,-0.0028041800712506363,1,"['cop', 'level', 'explanation', 'behavioral', 'science', 'c', 'p', 'fm', 'iw']"
-0.05585644611880544,0.008816049569794746,1,"['diabetes', 'research', 'new', 'registry', 'aim', 'improve', 'outcome', 'bhfbrepxv']"
-0.04202065340805611,0.003582360034422352,0,"['icymi', 'harrison', 'ford', 'fair', 'moderate', 'condition', 'after', 'crash', 'his', 'plane', 'u', 'report', 'say', 'mcsrk', 'nqyr', 'brgtrjye', 'u']"
-0.03708452164990895,0.003509057549138326,1,"['psychedelic', 'drug', 'use', 'could', 'reduce', 'psychological', 'distress', 'suicidal', 'think', 'ft', 'kmpszac', 'vfgsmv']"
-0.024306526045467097,0.023571461014094092,0,"['although', 'relationship', 'look', 'good', 'paper', 'there', 'few', 'more', 'leo', 'xeephl', 'vnn']"
-0.01997816090130681,-0.007194841867691655,1,"['cassini', 'confirm', 'hydrothermal', 'activity', 'ocean', 'saturn', 's', 'moon', 'brook', 'hayswashington', 'march', 'upi', '--', 'nas', 'jfyhehtlcp']"
