Unnamed: 0	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context	text_lemmatized
34	362864716030283777	#youknowyouinthehoodwhen u see taggings stop signs shit	0	0.0	0.0	0.0	# youknowyouinthehoodwhen you see tag stop sign shit
35	363172565365170176	mdlinx blog mdlinx blog neuropsychological findings pediatric maltreatment relationship ptsd	1	0.0	1.0	1.0	modelings blog modelings blog psychological finding pediatric maltreatment relationship PST
36	363719380967768064	rt rgj barrick gold reports billion q loss	0	0.0	0.0	0.0	rt jg barrack gold report billion q loss
37	364157346026500096	lemme stop talking anus	0	0.0	0.0	0.0	let I stop talk anus
38	368890097971654656	mortgage rates continue lower ahead #mortgage	0	0.0	0.0	0.0	mortgage rate continue lower ahead # mortgage
39	369497353503264768	geminisweare # zodiacareus lavender scent associated #gemini that's reason loveeeeeeee lavended	0	0.0	0.0	0.0	menswear # zodiacs lavender scent associate # Gemini that be reason levee lavender
40	369662835972141056	cats born blue eyes deaf	1	1.0	0.0	0.0	cat bear blue eye deaf
41	371197661439078400	najdi outsider mayami mol daa ahlamm bibi dd study indicate brain atrophy caused stress religion	1	1.0	0.0	1.0	naked outsider Mayan Moll Ada Alamo Bib dd study indicate brain atrophy cause stress religion
43	375481363668795392	thinking causes mind create negative scenarios replay painful memories	1	1.0	0.0	0.0	thinking cause mind create negative scenario replay painful memory
44	375599373771898880	sleep 'boosts brain cell numbers'	1	1.0	1.0	1.0	sleep ' boost brain cell number '
45	375694265692594176	please read request support wonderful charity continue pray helen wade michelle	0	0.0	0.0	0.0	please read request support wonderful charity continue pray Helen wade Michelle
46	377536039117934592	mick keeley omg stop ahahahah like year sex ed	0	0.0	0.0	0.0	mick Kelley Mg stop Adhara like year sex ed
47	378087292306337792	versatile micrornas choke cancer blood supply suppress metastasis science daily press release	1	1.0	1.0	1.0	versatile micron choke cancer blood supply suppress metastasis science daily press release
49	378259375594680320	nerd sprawling oral history apple design	0	0.0	0.0	0.0	nerd sprawl oral history apple design
50	379218265500684288	uberfacts medieval times red hair associated intense sexual desire moral degradation eelise	1	1.0	0.0	0.0	infarct medieval time red hair associate intense sexual desire moral degradation Elise
51	380010167581962240	codereddd god see knw yr heart plus u fighter continue stand strong praying u!	0	0.0	0.0	0.0	cohere god see know yr heart plus you fighter continue stand strong pray you !
52	380341864903090176	billmaher bill? gun laws fucking world stop mentally ill killers killing people	1	1.0	0.0	0.0	blamer bill ? gun law fuck world stop mentally ill killer kill people
54	384330219496017920	yay bianca! mt bzgarcia cancer sux! show support andi sloan affect positive change sign petition!	0	0.0	0.0	0.0	ya Bianca ! mt BASICs cancer six ! show support ANSI Sloan affect positive change sign petition !
55	384405549905092608	little bellend stop crying oh god get grip	0	0.0	0.0	0.0	little belled stop cry oh god get grip
56	384881095906299904	wavy pound cake freestyle support record one send anything bet	0	0.0	0.0	0.0	wavy pound cake freestyle support record one send anything bet
58	394131909032161280	world stops el classico rules even stopped playing fifa	0	0.0	0.0	0.0	world stop Eli classic rule even stop play FIFO
59	394159135400263681	guy singing woman drive best video support saudi women challenging driving ban thi	0	0.0	0.0	0.0	guy singe woman drive good video support saudi woman challenge drive ban Thai
60	396020068423065600	fold suit shirt pants together prevent wrinkling	0	0.0	0.0	0.0	fold suit shirt pant together prevent wrinkling
61	396940972694568960	modeling precision treatment breast cancer looks great !	1	0.0	1.0	1.0	model precision treatment breast cancer look great !
62	397206548943867905	khushsundar u think legalising prostitution states decrease sexual abusing pls give reply mam	1	1.0	0.0	0.0	Krasnodar you think legalize prostitution state decrease sexual abuse pal give reply mam
63	398450991726485505	aegon uk reports rise earnings	0	0.0	0.0	0.0	argon UK reports rise earning
64	398716322193764352	mc sincere eyes gift send straight god boy!!! hahahaha	0	0.0	0.0	0.0	MC sincere eye gift send straight god boy ! ! ! hardhat
65	398893112812392449	amazon plans lower cost processing big data cloud #socialmedia	0	0.0	0.0	0.0	amazon plan low cost process big datum cloud # social medium
66	402844901475618816	#multiple #births cost significantly single births study shows	1	1.0	1.0	1.0	# multiple # birth cost significantly single birth study show
67	402941487509671936	taxi must	0	0.0	0.0	0.0	taxi must
68	403454747287359488	existence absolute poverty today points indifference many rich world via prospect uk	1	1.0	0.0	0.0	existence absolute poverty today point indifference many rich world via prospect UK
69	403892923831291905	gta v heists demand increases pressure rockstar #gtav	0	0.0	0.0	0.0	gt v heist demand increase pressure rock star # CATV
71	405233809253089282	let hope make glad patient time trouble never stop praying #romans	0	0.0	0.0	0.0	let hope make glad patient time trouble never stop pray # roman
72	405903081738469376	leafs played average game pittsburgh's mistakes lead leafs goals penguins deserved w	0	0.0	0.0	0.0	leafs play average game Pittsburgh be mistake lead leafs goal penguin deserve w
73	409122595947020288	cindy starfall promote cindy starfall another fan vote cindystarfall	0	0.0	0.0	0.0	Cindy star fall promote Cindy star fall another fan vote industrially
74	411247736525434880	europa moon jupiter gigantic ocean beneath icy surface cracks shoots water jets space	1	1.0	1.0	1.0	europa moon Jupiter gigantic ocean beneath icy surface crack shoot water jet space
75	411681385623982080	#wreckingbail thousands rally support fired bogota mayor colombians believe petro's dismissal could threaten onedirslaytion	0	0.0	0.0	0.0	# wreck bail thousand rally support fire Bogota mayor Colombians believe petrol be dismissal could threaten undulation
76	412650110460235776	isis supports wells fargo visa cards wells fargo co isis registered mobile commerce joint venture created	0	0.0	0.0	0.0	isis support well Fargo visa card wells Fargo co ISIS register mobile commerce joint venture create
78	413527115230117888	lucky find toe fossil unlocks genetic encyclopedia neanderthals	1	1.0	1.0	1.0	lucky find toe fossil unlock genetic encyclopedia neanderthal
79	416820259471892481	damn it! dragon go back bed stop breathing fire everywhere	0	0.0	0.0	0.0	damn it ! dragon go back bed stop breathe fire everywhere
80	416824906223869952	mishra abhi media stop looking caste identities start looking performance mlas ministers officials policemen prasannavishy	0	0.0	0.0	0.0	Mithra abhor medium stop look caste identity start look performance Las minister official policeman personify
81	417390745067462656	#weloveandmissyouzayn #onedirectionpleasedoafollowspreefornewyears rt u support gay rights	0	0.0	0.0	0.0	# weloveandmissyouzayn # onedirectionpleasedoafollowspreefornewyear rt you support gay right
82	418044514138591232	goals follows stop drop shut'em open shop	0	0.0	0.0	0.0	goal follow stop drop shutter open shop
83	419031039776804864	hildersham villagers unite stop pub closure southcambs roger hickford	0	0.0	0.0	0.0	holder villager unite stop pub closure succumb roger Pickford
84	419047430718373888	greenjournal study show infection increase risk strokes heart attacks	1	1.0	1.0	1.0	green journal study show infection increase risk stroke heart attack
85	420227019985932289	looking fun science activities cold month ahead? january science calendar hsscientist	0	0.0	0.0	0.0	look fun science activity cold month ahead ? January science calendar scientist
86	424003986866200576	ashu #congbjpquitindia stop ur false propaganda	0	0.0	0.0	0.0	ashy # congbjpquitindia stop you be false propaganda
87	426482774065688576	microsoft says product demand remains high reports record billion revenue fy q	0	0.0	0.0	0.0	Microsoft say product demand remain high report record billion revenue fy q
88	426751675102011392	trekstock held london la stop spreading rumours j	0	0.0	0.0	0.0	trek stock hold London la stop spread rumor j
89	427042365522870272	dog stop fuckin snoring	0	0.0	0.0	0.0	dog stop fuck snore
90	427397314487914496	cesar stop whole war gonna break cheerleading	0	0.0	0.0	0.0	Cesar stop whole war go to break cheer lead
92	430147526222970881	#revenge interesting characters non stop action full twists great new thriller! xvva	0	0.0	0.0	0.0	# revenge interesting character non stop action full twist great new thriller ! xv
93	430698608137351168	law leads guilt guilt leads struggle struggle leads failure failure leads guilt guilt leads sin hopelessness!	1	1.0	0.0	0.0	law lead guilt guilt lead struggle struggle lead failure failure lead guilt guilt lead sin hopelessness !
94	431030192312967168	floral hall wedding fayre sunday mar rd proceeds door go dougiemacstoke please come along support #tunstall #stoke	0	0.0	0.0	0.0	floral hall wedding fayer Sunday mar rd proceed door go dogmatic please come along support # tun stall # stoke
95	431083759085969408	noble cause dies deaths til heart changed #wearethepeople	0	0.0	0.0	0.0	noble because die death til heart change # verapamil
96	431321021186969600	biology belief unleashing power consciousness matter miracles bruce h lipton scientist turned mystic	1	0.0	1.0	1.0	biology belief unleash power consciousness matter miracle Bruce h Lipton scientist turn mystic
97	432580268667715584	omf's supposedly grown men stop talking flappy bird group chat topic discussion today	0	0.0	0.0	0.0	IMF be supposedly grow man stop talk flippy bird group chat topic discussion today
98	435062684263141377	hey guess new twitter cause new phone yea please lik direct tweet nd please follow thx luvs bii	0	0.0	0.0	0.0	hey guess new twitter because new phone yea please lick direct tweet ND please follow THC Luvs bio
99	435574632641757184	cordelialogan exactly nothing link causes text messages sent performs follow	0	0.0	0.0	0.0	cardigan exactly nothing link cause text message send perform follow
100	436645794943225857	yep eating vegetarian today geez nprnews 'piglet smoothie' fed sows prevent disease activists outraged	0	0.0	0.0	0.0	yep eat vegetarian today gee prune ' piglet smoothie ' feed sow prevent disease activist outraged
101	437737194787061760	warning! bible reading habit forming cause loss fear anxiety side effects joy love peace contentment!	1	1.0	0.0	0.0	warning ! bible reading habit form because loss fear anxiety side effect joy love peace contentment !
102	438237164208279552	#trainhealth research found improvement sleep quality linked w weight loss meaning flatter stomach could mean better sleep	1	1.0	0.0	1.0	# train health research find improvement sleep quality link w weight loss mean flat stomach could mean well sleep
105	440497667790360576	niggas jus need live stop stressing	0	0.0	0.0	0.0	niggas jug need live stop stress
106	440536137744936960	north korea puts yorkshire terriers zoo	0	0.0	0.0	0.0	north Korea put Yorkshire terrier zoo
107	440922374318211072	speakerboehner #gop #immigrationreform still ur hands #latism stop fight #tntweeters drmaction	0	0.0	0.0	0.0	speakerphone # GOP # immigration reform still you be hand # latish stop fight # tn tweeter traction
108	442142644257320960	new hiv breakthroughs mean future disease healthy living yahoo shine	1	0.0	1.0	1.0	new HIV breakthrough mean future disease healthy live yahoo shine
109	442207643893903360	spice diet greater fat loss	1	1.0	1.0	1.0	spice diet great fat loss
110	443314171921174529	retirement home laws need review adammarshall reports # newsbris	0	0.0	0.0	0.0	retirement home law need review Marshall report # newsboy
111	443670754178379777	digital life look like decade? predictions optimistic mind control	1	0.0	1.0	1.0	digital life look like decade ? prediction optimistic mind control
112	444915993132142592	nma small step man quantum leap particle kind!	1	0.0	1.0	1.0	nam small step man quantum leap particle kind !
113	445991077552865281	determination leads success best day life #nowplaying	1	1.0	0.0	0.0	determination lead success good day life # now play
114	446121717560115200	blonde girl starts masturbate leads quick fuck #movie #music #ass #lol #video	0	0.0	0.0	0.0	blonde girl start masturbate lead quick fuck # movie # music # ass # Lola # video
115	446486621999726594	specialise providing modular ground study courses required convert icao professional	0	0.0	0.0	0.0	specialize provide modular ground study course require convert ciao professional
116	446689236226670592	great printing work instantprint helping us launch new brand identity	0	0.0	0.0	0.0	great printing work instant print help we launch new brand identity
117	451954996158820352	tasha unicorns deep got stop deep	0	0.0	0.0	0.0	Tasha unicorn deep get stop deep
118	453229267673812993	can't find alien exercise	0	0.0	0.0	0.0	can not find alien exercise
119	453731216789737474	underground stop hoes face tears joy raised hand woman dancing	0	0.0	0.0	0.0	underground stop hoe face tear joy raise hand woman dancing
120	455624643052056576	neurobiological bases abnormal aggression violent behaviour	1	0.0	1.0	1.0	neurological basis abnormal aggression violent behavior
121	456139274162028544	raise million would placed martin's salary higher eighth sec	0	0.0	0.0	0.0	raise million would place martin be salary higher eighth sec
122	458622450537074688	dark skin may protector cancer	1	1.0	0.0	0.0	dark skin may protector cancer
123	461347905081597952	missouri senate passes sales tax increase roads breakingnews kansascity	0	0.0	0.0	0.0	Missouri senate pass sale tax increase road break news Kansas
124	461827109309399040	leed certified buildings often less energy efficient un certified ones	1	1.0	0.0	1.0	lewd certify building often less energy efficient UN certify one
125	464203433394716672	job durham nc sr network security engineer support network based security infrastructure provide sec	0	0.0	0.0	0.0	job Durham NC Sr network security engineer support network base security infrastructure provide sec
126	464442462573170688	may special sign savings need money? love candles? work home selling	0	0.0	0.0	0.0	may special sign saving need money ? love candle ? work home selling
127	464497496056946688	hate people take good pics zayn stop taking many grease ball	0	0.0	0.0	0.0	hate people take good pic zany stop take many grease ball
128	464540328293584896	unbelievable day #acdis today many people saying thing one else stop friday learn is!	0	0.0	0.0	0.0	unbelievable day # acid today many people say thing one else stop Friday learn be !
129	464696255738703872	surprising ways social media affecting healthcare social media frontiers	1	1.0	0.0	0.0	surprising way social medium affect healthcare social medium frontier
130	465928890381500417	barsandmelody song basically started trend stop bullying sparkling heart #putastoptobullying	0	0.0	0.0	0.0	sandlot song basically start trend stop bully sparkle heart # putastoptobullying
131	466216322750091264	#beijing #china sees significant increase armed #police presence streets	1	1.0	0.0	0.0	# Beijing # china see significant increase arm # police presence street
132	466468978333061120	photos san diego wildfires lead evacuation homes washington post	0	0.0	0.0	0.0	photo San Diego wildfire lead evacuation home Washington post
133	466592730802429952	uk population eating much sugar saturated fat salt	1	1.0	1.0	1.0	UK population eat much sugar saturate fat salt
134	467006461605081088	even superman get job moral story stop saving everyone free #flye	0	0.0	0.0	0.0	even superman get job moral story stop save everyone free # flue
135	469874033035837440	dwatson x desoto need stop spending money football team can't win state fix bathrooms skull skull skull skull	0	0.0	0.0	0.0	Watson x deist need stop spend money football team can not win state fix bathroom skull skull skull skull
136	470338351090778112	selector infected wixoss causes sharp decline card sales	0	0.0	0.0	0.0	selector infect wax be cause sharp decline card sale
137	471667239288991744	miss june vruc #jazz #clm meeting delivering better requirements via expert systems #rationaluc	0	0.0	0.0	0.0	miss June verruca # jazz # Clem meeting deliver well requirement via expert system # rational
138	473924366242021376	senatorparker new york state must set precedent passing laws support quackery here's great post	1	0.0	1.0	1.0	sandpaper new York state must set precedent pass law support quackery here be great post
139	474967888109899776	kingvegeta joiko saiyan #projectxvegeta supports immense description	0	0.0	0.0	0.0	converge Jock say # projectxvegeta support immense description
140	476878532141137920	polygamisogynist n one 'peaceful tolerant' one wife treat unkind unequalitarian manner	0	0.0	0.0	0.0	polygamisogynist n one ' peaceful tolerant ' one wife treat unkind egalitarian manner
141	477571422391656448	soccer? whats that? twitter promotes one sport?	0	0.0	0.0	0.0	soccer ? what be that ? twitter promote one sport ?
142	480400493253259264	honestly surprised iran win upsets theme world cup	0	0.0	0.0	0.0	honestly surprised Iran win upset theme world cup
143	481343104364969984	weight loss plateau causes solutions frustrating problem htt	0	0.0	0.0	0.0	weight loss plateau cause solution frustrating problem HTTP
144	482893912239898624	people jealous automatically call whoever justin's associated hoe thot like stop	0	0.0	0.0	0.0	people jealous automatically call whoever Justin be associate hoe Thor like stop
145	483587157677064192	bloombergcities nesta uk #iteams research #innovation #publicsector	1	0.0	0.0	1.0	bombsite nest UK # item research # innovation # public sector
146	484512446313271298	birthday dinner biscuit rice krispie treat courtesy ali harlan solid twenty minutes home tumbling church winking face #hangry	0	0.0	0.0	0.0	birthday dinner biscuit rice Kristie treat courtesy Ali Harlan solid twenty minute home tumble church winking face # angry
147	484710692357156864	smoking cigarettes turn face medical mask	0	0.0	0.0	0.0	smoke cigarette turn face medical mask
148	484910242463891457	came bus stop watch fireworks face tears joy	0	0.0	0.0	0.0	come bus stop watch firework face tear joy
149	485168452219314177	people gotta stop international shirts today start wearing american shirts united states #usa	0	0.0	0.0	0.0	people get to stop international shirt today start wear american shirt unite states # USA
150	486396678669598720	learn yesterday live today hope tomorrow important thing stop questioning albert einstein	0	0.0	0.0	0.0	learn yesterday live today hope tomorrow important thing stop question Albert Einstein
152	486735419053060096	shall pray eat? note scholars call 'rhetorical' question #firstdatequestions	0	0.0	0.0	0.0	shall pray eat ? note scholar call ' rhetorical ' question # firstdatequestion
153	487505910097395713	truuu lilbodyjas mixed signals bitch lol	0	0.0	0.0	0.0	true libido mixed signal bitch Lola
154	488042032825663488	united states cbs census data show u shortage stem workers #wiunion	1	1.0	1.0	1.0	united states CBS census datum show you shortage stem worker # wine
155	488380082637910016	leeezy ladies stop knee high gladiator sandals pls #fixitjesus	0	0.0	0.0	0.0	leery lady stop knee high gladiator sandal pal # fixate
156	488482672965341184	miscarriage hlp bla campaign please help support movie based true story writer #jacobandi	0	0.0	0.0	0.0	miscarriage help Bela campaign please help support movie base true story writer # jacobean
157	488514739241504768	birds stop cherping!	0	0.0	0.0	0.0	bird stop cheep !
158	489011101586038784	bruciebabe willardfoxton doxievee nicksb richardcalhoun people believe statistics science	0	0.0	0.0	0.0	brisbane wildcat deceiver nick radicalize people believe statistic science
159	490480937759932416	head coach surveys scene heritage park	0	0.0	0.0	0.0	head coach survey scene heritage park
160	490727800832151552	adversity causes men break others break records	1	1.0	0.0	0.0	adversity cause man break other break record
161	491594818464657410	disabled vehicle center lane blocked rt nb ex rt stop go traffic ex rt delay mins #traffic	0	0.0	0.0	0.0	disabled vehicle center lane block rt NB ex rt stop go traffic ex rt delay Min be # traffic
162	493121404897095680	#telaviv israelis protesting #gazaunderattack calling israeli government stop attack	0	0.0	0.0	0.0	# televise Israelis protest # counterattack call israeli government stop attack
163	493202938840367105	magic little grant every wish cause reality	0	0.0	0.0	0.0	magic little grant every wish because reality
164	493775214762000384	roxorganisation proud associated rox! well organised professionally run oh great hospitality thanks	0	0.0	0.0	0.0	reorganization proud associate Roxy ! well organize professionally run oh great hospitality thank
165	494471416562327552	make sure get mate timcroninmusic's gig tomorrow! raising money amazing cause luca	0	0.0	0.0	0.0	make sure get mate timcroninmusic be gig tomorrow ! raise money amazing because Lucas
167	496025919849758720	environmental lawyers real thing? thought fictional occupation created himym cbs jasonsegel	0	0.0	0.0	0.0	environmental lawyer real thing ? think fictional occupation create hammy CBS jangle
168	496661452892430336	u attorney dea announce results invest distribution performance enhancing drugs minors athletes miami	0	0.0	0.0	0.0	you attorney DEA announce result invest distribution performance enhance drug minor athlete Miami
169	496878982545952769	opticempire also reports	0	0.0	0.0	0.0	optic empire also report
170	496963334198292480	take aspirin every day years cut chance bowel stomach cancer increase chance stroke internal bleeding	1	1.0	0.0	0.0	take aspirin every day year cut chance bowel stomach cancer increase chance stroke internal bleeding
171	497168934798630913	jomonery lynseybarry jennytandy lovely night ladies! gotta stop espresso martinis though!	0	0.0	0.0	0.0	joinery boysenberry contend lovely night lady ! get to stop espresso martini though !
172	498266865157025792	rat tumors #mtvhottest example	0	0.0	0.0	0.0	rat tumor # devout example
174	499772888715894784	probably flea color throwing ups gotta stop point right anguished face	0	0.0	0.0	0.0	probably flea color throwing up get to stop point right anguished face
175	501656858562928640	min dipuopeters process finalizing scholar trans policy address safety learners school	0	0.0	0.0	0.0	min puppeteer process finalize scholar trans policy address safety learner school
176	503669627851780096	new study suggests marijuana increases positivity reduces negativity emotional processing	1	1.0	0.0	1.0	new study suggest marijuana increase positivist reduce negativity emotional processing
177	504475144799399936	overthinking leads negative thoughts	1	1.0	0.0	0.0	overthinke lead negative thought
178	504923849348378625	furthermore drinking water alone actually aids losing weight	1	1.0	0.0	0.0	furthermore drink water alone actually aid lose weight
179	505360614370586626	desperate climate scam scientists explain away record high antarctic sea ice extent caused global warming	1	1.0	1.0	1.0	desperate climate scam scientist explain away record high antarctic sea ice extent cause global warming
180	506084376719798272	tune dawn news hear great expert analysis zafar hilali	0	0.0	0.0	0.0	tune dawn news hear great expert analysis afar halal
181	506788560456798208	nytimes picked worse ex bielema ark support research cfb coaches overpaid	0	0.0	0.0	0.0	time pick bad ex Belem ark support research CB coach overpay
182	509058030869413888	aggregate economic rate return foreign #aid? channing arndt sam jones finn tarp wider	1	1.0	1.0	1.0	aggregate economic rate return foreign # aid ? can Andy SAM Jones Finn tarp wider
183	509873947156807680	concussion 'breathalyser' proposed published september	1	0.0	1.0	1.0	concussion ' Breathalyzer ' propose publish September
184	509990351696695296	next profits economic revival next reports strong rise half year profits higher house prices	0	0.0	0.0	0.0	next profit economic revival next report strong rise half year profit high house price
186	512605990953697280	#implementationscience article describes intervention program aimed reducing late life depression	1	0.0	1.0	1.0	# implementation science article describe intervention program aim reduce late life depression
187	513248243770482688	children fallen soldiers relief supports surviving u military children visit #donate #va #dav	0	0.0	0.0	0.0	child fall soldier relief support survive you military child visit # donate # VA # Dave
188	513800792990441473	thats cosplay video interview atc's femme fatale nicole salera! see video interview	0	0.0	0.0	0.0	that be cosplay video interview act be let I fatal Nicole salary ! see video interview
190	514933598982389760	also cancer virtually incurable bc cancers different	1	1.0	0.0	0.0	also cancer virtually incurable because cancer different
191	515516909253853184	check overview encouraging #bible study book loaded benefits #christian #jesus	0	0.0	0.0	0.0	check overview encourage # bible study book load benefit # christian # Jesus
192	515861475529728000	mark research say fired missle center scar appeared plane exploded metal pieces?missle	0	0.0	0.0	0.0	mark research say fire missile center scar appear plane explode metal pieces?missile
193	516646497228947456	students need support team peers exceeding expectations quieting doubters deserve presence	0	0.0	0.0	0.0	student need support team peer exceed expectation quiet doubter deserve presence
194	516699078000779264	thanks recent love support twitch yt! giving away huge toastystickers bundle soon stay tuned	0	0.0	0.0	0.0	thank recent love support twitch YT ! give away huge toasty sticker bundle soon stay tuned
195	517798883234033665	search warrant leads arrest cocaine sales pleasanton	0	0.0	0.0	0.0	search warrant lead arrest cocaine sale pleasant on
196	518499273285959680	real life dolls creepier annabelle real life dolls million times scarier annabelle really	0	0.0	0.0	0.0	real life doll creepy Annabelle real life doll million time scary Annabelle really
197	518926568031539201	bali women's one smooth u side support underwire bra style #	0	0.0	0.0	0.0	bali woman be one smooth you side support underwire bra style #
198	519171075109056513	vice president biden's visit l likely cause delays rush hour here's list areas avoid	0	0.0	0.0	0.0	vice president Biden be visit l likely because delay rush hour here be list area avoid
199	520620915722182656	full extend bro stop achaflocka mysportslegion welcome back kobe pushed neutral face neutral face neutral face	0	0.0	0.0	0.0	full extend bro stop schlock Spitsbergen welcome back Kobe push neutral face neutral face neutral face
200	521767676302356480	ebola health care system mishap?	1	1.0	0.0	0.0	Ebola health care system mishap ?
201	521850551571861505	social media unnecessary thing causes much drama	0	0.0	0.0	0.0	social medium unnecessary thing cause much drama
202	523665628230479872	wait childish lemme stop raised hand lol	0	0.0	0.0	0.0	wait childish let I stop raise hand Lola
203	524573573403672576	tastedmahone sexmahone tags reports ppls #austinmahonesexiest	0	0.0	0.0	0.0	tatterdemalion examine tag report pol # austinmahonesexiest
204	526715558562385920	mondays drag	0	0.0	0.0	0.0	monday drag
205	527394348573655041	#ebola discussed school? use blog promote #factsnotfear blogs week wellcometrust	0	0.0	0.0	0.0	# Ebola discuss school ? use blog promote # fixative blog week electricity
206	527782174037389312	one day end qe torrent q earnings reports continues major u stock index futures lower	0	0.0	0.0	0.0	one day end Que torrent q earning report continue major you stock index future lower
207	527805540475621377	mr chakane thanked media psl saps safa global icons south africans support meyiwas mulaudzis mwelases	0	0.0	0.0	0.0	Mr chicane thank medium pal sap saga global icon south Africans support meyer milady molasse
208	527823873799385088	lupus research institute awards million grants discover causes lupus	1	0.0	0.0	1.0	lupus research institute awards million grant discover cause lupus
209	528250233986514945	virgingalactic reports problem spaceshiptwo flight	0	0.0	0.0	0.0	virgin galactic report problem spaceship two flight
210	531600924217999361	know eat affect productivity level?	1	1.0	1.0	1.0	know eat affect productivity level ?
211	532183622099685377	functioning human brain	0	0.0	0.0	0.0	function human brain
212	533478294692585472	students stop student center sign poster lunch time wish women's soccer team good luck	0	0.0	0.0	0.0	student stop student center sign poster lunch time wish woman be soccer team good luck
